title,journal,year,citation,citation_per_year,author,URL
Online Bayesian change point detection algorithms for segmentation of epileptic activity,… Asilomar Conference on …,2013,32,3,"['R Malladi', 'GP Kalamangalam']",https://www.researchgate.net/profile/Rakesh_Malladi/publication/269308285_Online_Bayesian_change_point_detection_algorithms_for_segmentation_of_epileptic_activity/links/5b7a5f0292851c1e12218322/Online-Bayesian-change-point-detection-algorithms-for-segmentation-of-epileptic-activity.pdf
Hierarchical bayesian inference and learning in spiking neural networks,IEEE transactions on …,2017,20,4,"['S Guo', 'Z Yu', 'F Deng', 'X Hu']",https://www.researchgate.net/profile/Zhaofei-Yu/publication/320955704_Hierarchical_Bayesian_Inference_and_Learning_in_Spiking_Neural_Networks/links/5fd837f4299bf140880f65f4/Hierarchical-Bayesian-Inference-and-Learning-in-Spiking-Neural-Networks.pdf
A new dynamic Bayesian network approach for determining effective connectivity from fMRI data,Neural Computing and Applications,2014,24,3,"['X Wu', 'X Wen', 'J Li', 'L Yao']",https://www.researchgate.net/profile/Xuyun_Wen/publication/263311038_A_new_dynamic_Bayesian_network_approach_for_determining_effective_connectivity_from_fMRI_data/links/5e17d240a6fdcc2837660500/A-new-dynamic-Bayesian-network-approach-for-determining-effective-connectivity-from-fMRI-data.pdf
"Bayesian cognitive science, unification, and explanation",The British Journal for the Philosophy …,2017,95,19,"['M Colombo', 'S Hartmann']",https://academic.oup.com/bjps/article-pdf/doi/10.1093/bjps/axv036/16714500/axv036.pdf
Altered default mode network connectivity in Alzheimer's disease—a resting functional MRI and Bayesian network study,Human brain …,2011,188,17,"['X Wu', 'R Li', 'AS Fleisher', 'EM Reiman']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.21153
The Bayesian sampler: Generic Bayesian inference causes incoherence in human probability judgments.,Psychological review,2020,39,19,"['JQ Zhu', 'AN Sanborn', 'N Chater']",https://psycnet.apa.org/psycarticles/2020-20089-001.pdf
A Bayesian approach for estimating dynamic functional network connectivity in fMRI data,Journal of the …,2018,38,9,"['R Warnick', 'M Guindani', 'E Erhardt', 'E Allen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6405235/
A Bayesian model unifies multisensory spatial localization with the physiological properties of the superior colliculus,Experimental brain research,2007,63,4,"['B Rowland', 'T Stanford', 'B Stein']",https://www.researchgate.net/profile/Terrence_Stanford/publication/6291009_A_Bayesian_model_unifies_multisensory_spatial_localization_with_the_physiological_properties_of_the_superior_colliculus/links/0c960515f133239969000000/A-Bayesian-model-unifies-multisensory-spatial-localization-with-the-physiological-properties-of-the-superior-colliculus.pdf
Stopping criteria for boosting automatic experimental design using real-time fMRI with Bayesian optimization,arXiv preprint arXiv …,2015,21,3,"['R Lorenz', 'RP Monti', 'IR Violante', 'AA Faisal']",https://arxiv.org/pdf/1511.07827
A goal-directed Bayesian framework for categorization,Frontiers in psychology,2017,11,2,"['F Rigoli', 'G Pezzulo', 'R Dolan', 'K Friston']",https://www.frontiersin.org/articles/10.3389/fpsyg.2017.00408/full
MRI based Bayesian personalization of a tumor growth model,IEEE transactions on …,2016,28,4,"['M Lê', 'H Delingette', 'J Kalpathy-Cramer']",https://hal.inria.fr/hal-01324849/document
The social brain?,… Transactions of the Royal Society B: Biological …,2007,657,43,['CD Frith'],https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2006.2003
"Generalization, similarity, and Bayesian inference",Behavioral and brain sciences,2001,804,38,"['JB Tenenbaum', 'TL Griffiths']",http://www.cc.gatech.edu/~isbell/reading/papers/TenenbaumGriffiths_2001.pdf
A Parametric Empirical Bayesian framework for fMRI‐constrained MEG/EEG source reconstruction,Human brain …,2010,115,9,"['RN Henson', 'G Flandin', 'KJ Friston']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.20956
Real‐time refinement of subthalamic nucleus targeting using Bayesian decision‐making on the root mean square measure,… disorders: official journal …,2006,89,5,"['A Moran', 'I Bar‐Gad', 'H Bergman']",https://www.academia.edu/download/46393731/mds.2099520160611-77548-jklzg2.pdf
Bayesian networks in neuroscience: a survey,Frontiers in computational neuroscience,2014,78,9,"['C Bielza', 'P Larranaga']",https://www.frontiersin.org/articles/10.3389/fncom.2014.00131/full
Bayesian and “anti-Bayesian” biases in sensory integration for action and perception in the size–weight illusion,Journal of neurophysiology,2010,190,15,"['JB Brayanov', 'MA Smith']",https://journals.physiology.org/doi/full/10.1152/jn.00814.2009
Bayesian spiking neurons I: inference,Neural computation,2008,342,24,['S Deneve'],http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.353.159&rep=rep1&type=pdf
Moving from the what to the how and where: Bayesian models and predictive processing,NA,2017,13,2,"['DL Harkness', 'A Keshava']",https://openscience.ub.uni-mainz.de/bitstream/20.500.12030/641/1/56658.pdf
A Bayesian approach to introducing anatomo-functional priors in the EEG/MEG inverse problem,IEEE transactions on Biomedical …,1997,430,17,"['S Baillet', 'L Garnero']",https://www.researchgate.net/profile/Sylvain_Baillet/publication/216211775_A_Bayesian_Approach_to_Introducing_Anatomo-Functional_Priors_in_the_EEGMEG_Inverse_Problem/links/09e41511f037890204000000/A-Bayesian-Approach-to-Introducing-Anatomo-Functional-Priors-in-the-EEG-MEG-Inverse-Problem.pdf
Hierarchical Bayesian models of delusion.,NA,2018,59,14,['D Williams'],https://www.repository.cam.ac.uk/bitstream/handle/1810/275943/Hierarchical%20Bayesian%20Models%20of%20Delusion--Revised%20Manuscript.docx?sequence=1
The neural dynamics of hierarchical Bayesian causal inference in multisensory perception,Nature Communications,2019,48,16,"['T Rohe', 'AC Ehlis', 'U Noppeney']",https://www.nature.com/articles/s41467-019-09664-2
From drugs to deprivation: a Bayesian framework for understanding models of psychosis,Psychopharmacology,2009,311,23,"['PR Corlett', 'CD Frith', 'PC Fletcher']",https://link.springer.com/article/10.1007/s00213-009-1561-0
Bayesian inference with efficient neural population codes,International Conference on Artificial Neural …,2012,23,2,"['XX Wei', 'AA Stocker']",https://web-facstaff.sas.upenn.edu/~astocker/lab/publications-files/conferences/ICANN2012/Wei_Stocker2012b_pre.pdf
Adaptive BCI based on variational Bayesian Kalman filtering: an empirical evaluation,IEEE Transactions on …,2004,135,7,"['P Sykacek', 'SJ Roberts', 'M Stokes']",https://www.academia.edu/download/48391605/tbme.2004.82412820160828-25707-1tr2t4p.pdf
A Bayesian approach to modeling dynamic effective connectivity with fMRI data,Neuroimage,2006,39,2,"['S Bhattacharya', 'MHR Ho', 'S Purkayastha']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.602.3082&rep=rep1&type=pdf
Can Bayesian theories of autism spectrum disorder help improve clinical practice?,Frontiers in psychiatry,2016,68,11,"['H Haker', 'M Schneebeli', 'KE Stephan']",https://www.frontiersin.org/articles/10.3389/fpsyt.2016.00107/full
"Perception, illusions and Bayesian inference",Psychopathology,2015,17,2,"['MM Nour', 'JM Nour']",https://discovery.ucl.ac.uk/id/eprint/10060877/1/Nour%20%20Final%20Manuscript.pdf
Integrating Bayesian analysis and mechanistic theories in grounded cognition,Behavioral and Brain Sciences,2011,33,3,['LW Barsalou'],https://pdfs.semanticscholar.org/e369/736ef134515a147e99648a7a0ab4a63eabc0.pdf
Observing the observer (I): meta-bayesian models of learning and decision-making,PloS one,2010,144,12,"['J Daunizeau', 'HEM Den Ouden', 'M Pessiglione']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0015554
Estimating anatomical trajectories with Bayesian mixed-effects modeling,NeuroImage,2015,30,4,"['G Ziegler', 'WD Penny', 'GR Ridgway', 'S Ourselin']",https://www.sciencedirect.com/science/article/pii/S1053811915006357
Spatial Bayesian variable selection and grouping for high-dimensional scalar-on-image regression,The Annals of Applied …,2015,43,6,"['F Li', 'T Zhang', 'Q Wang', 'MZ Gonzalez']",https://projecteuclid.org/download/pdfview_1/euclid.aoas/1437397107
Précis of Bayesian rationality: The probabilistic approach to human reasoning,Behav Brain Sci,2009,310,23,"['M Oaksford', 'N Chater']",https://discovery.ucl.ac.uk/id/eprint/135353/1/download.16pdf.pdf
Neural implementation of hierarchical Bayesian inference by importance sampling,Advances in neural information processing systems,2009,89,6,"['L Shi', 'T Griffiths']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.211.3326&rep=rep1&type=pdf
Bayesian models of perceptual organization,Handbook of perceptual organization,2014,28,3,['J Feldman'],http://ruccs.rutgers.edu/images/personal-jacob-feldman/papers/feldman_bayesintro.pdf
Spatial component analysis of MRI data for Alzheimer's disease diagnosis: a Bayesian network approach,Frontiers in computational …,2014,24,3,"['IA Illan', 'JM Górriz', 'J Ramírez']",https://www.frontiersin.org/articles/10.3389/fncom.2014.00156/full
Dynamics of attentional selection under conflict: toward a rational Bayesian account.,Journal of Experimental Psychology …,2009,110,8,"['AJ Yu', 'P Dayan', 'JD Cohen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3432507/
Brain-computer interface based on generation of visual images,PloS one,2011,155,14,"['P Bobrov', 'A Frolov', 'C Cantor', 'I Fedulova', 'M Bakhnyan']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0020674
Classical and Bayesian inference in neuroimaging: applications,Neuroimage,2002,737,36,"['KJ Friston', 'DE Glaser', 'RNA Henson', 'S Kiebel']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.159.8631&rep=rep1&type=pdf
Computational psychiatry: a Rosetta Stone linking the brain to mental illness,The Lancet Psychiatry,2014,68,8,"['PR Corlett', 'PC Fletcher']",https://aspace.repository.cam.ac.uk/bitstream/handle/1810/246327/Corlett%20and%20Fletcher%20early%20accepted%20version.pdf?sequence=1&isAllowed=y
A default mode of brain function: a brief history of an evolving idea,Neuroimage,2007,2202,146,"['ME Raichle', 'AZ Snyder']",http://nwkpsych.rutgers.edu/~jose/courses/578_mem_learn/2012/readings/Raichle_2007.pdf
Action-specific value signals in reward-related regions of the human brain,Journal of Neuroscience,2012,113,11,"['THB FitzGerald', 'KJ Friston', 'RJ Dolan']",https://www.jneurosci.org/content/jneuro/32/46/16417.full.pdf
Bayesian regularization of neural networks,Artificial neural networks,2008,392,28,"['F Burden', 'D Winkler']",http://psulibrary.palawan.edu.ph/wtbooks/resources/pdf/910810.pdf#page=33
Hierarchical Bayesian regularization of reconstructions for diffuse optical tomography using multiple priors,Biomedical optics express,2010,34,2,"['F Abdelnour', 'C Genovese']",https://www.osapublishing.org/viewmedia.cfm?uri=boe-1-4-1084&seq=0
Adult attachment and the brain,Journal of Social and Personal Relationships,2010,175,14,['JA Coan'],https://www.academia.edu/download/38129807/Coan__2010.pdf
Bayesian brains and cognitive mechanisms: Harmony or dissonance,… mind: Prospects for Bayesian …,2008,114,8,"['H Brighton', 'G Gigerenzer']",https://pure.mpg.de/rest/items/item_2100161/component/file_2100160/content
How does the brain do plausible reasoning?,Maximum-entropy and Bayesian methods in science …,1988,148,4,['ET Jaynes'],http://bayes.wustl.edu/etj/articles/brain.pdf
Bayesian neural adjustment of inhibitory control predicts emergence of problem stimulant use,Brain,2015,16,2,"['KM Harle', 'JL Stewart', 'S Zhang', 'SF Tapert', 'AJ Yu']",https://academic.oup.com/brain/article/138/11/3413/330961
Time-varying dynamic bayesian networks,Advances in neural information processing …,2009,213,16,"['L Song', 'M Kolar', 'E Xing']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.868.1567&rep=rep1&type=pdf
xDAWN algorithm to enhance evoked potentials: application to brain–computer interface,IEEE Transactions on …,2009,444,34,"['B Rivet', 'A Souloumiac', 'V Attina']",https://hal.archives-ouvertes.fr/docs/00/45/45/68/PDF/2009_IEEE_BME.pdf
Bayesian decision theory in sensorimotor control,Trends in cognitive sciences,2006,829,51,"['KP Körding', 'DM Wolpert']",https://drive.google.com/file/d/1b-sCkYoue0hLM0QF5NxO1d9du8ozhSrC/view
Automatic tool for Alzheimer's disease diagnosis using PCA and Bayesian classification rules,Electronics letters,2009,100,7,"['M López', 'J Ramírez', 'JM Górriz', 'D Salas-Gonzalez']",https://www.academia.edu/download/47970134/Automatic_tool_for_Alzheimers_disease_d20160811-20863-k9wu0m.pdf
The proactive brain: using analogies and associations to generate predictions,Trends in cognitive sciences,2007,1338,89,['M Bar'],http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1041.4704&rep=rep1&type=pdf
Bayesian CCA via group sparsity,ICML,2011,71,6,"['S Virtanen', 'A Klami', 'S Kaski']",https://openreview.net/pdf?id=B1GOTobOWH
Bayesian computation in recurrent neural circuits,Neural computation,2004,288,16,['RPN Rao'],https://www.mitpressjournals.org/doi/pdfplus/10.1162/08997660460733976
Optimal inference with suboptimal models: addiction and active Bayesian inference,Medical hypotheses,2015,60,8,"['P Schwartenbeck', 'THB FitzGerald', 'C Mathys']",https://www.sciencedirect.com/science/article/pii/S0306987714004423
Nonnegative matrix factorization for rapid recovery of constituent spectra in magnetic resonance chemical shift imaging of the brain,IEEE transactions on …,2004,215,11,"['P Sajda', 'S Du', 'TR Brown', 'R Stoyanova']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.62.790&rep=rep1&type=pdf
Bayesian generalized low rank regression models for neuroimaging phenotypes and genetic markers,Journal of the American …,2014,52,6,"['H Zhu', 'Z Khondker', 'Z Lu', 'JG Ibrahim']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4208701/
"Perception of angular displacement without landmarks: evidence for Bayesian fusion of vestibular, optokinetic, podokinesthetic, and cognitive information",Experimental Brain Research,2006,97,6,"['R Jürgens', 'W Becker']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.475.6652&rep=rep1&type=pdf
The graphical brain: belief propagation and active inference,Network Neuroscience,2017,195,39,"['KJ Friston', 'T Parr', 'B de Vries']",https://www.mitpressjournals.org/doi/full/10.1162/netn_a_00018
Reconstructing visual experiences from brain activity evoked by natural movies,Current biology,2011,854,77,"['S Nishimoto', 'AT Vu', 'T Naselaris', 'Y Benjamini', 'B Yu']",https://www.sciencedirect.com/science/article/pii/S0960982211009377
Bayesian spatio-temporal approach for EEG source reconstruction: conciliating ECD and distributed models,IEEE Transactions …,2006,79,4,"['J Daunizeau', 'J Mattout', 'D Clonda']",https://www.researchgate.net/profile/Jeremie_Mattout/publication/7245325_Bayesian_Spatio-Temporal_Approach_for_EEG_Source_Reconstruction_Conciliating_ECD_and_Distributed_Models/links/0912f50b720e57ccc9000000/Bayesian-Spatio-Temporal-Approach-for-EEG-Source-Reconstruction-Conciliating-ECD-and-Distributed-Models.pdf
Bayesian estimation of dynamical systems: an application to fMRI,NeuroImage,2002,332,16,['KJ Friston'],https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.122.180&rep=rep1&type=pdf
Partial correlation for functional brain interactivity investigation in functional MRI,Neuroimage,2006,447,27,"['G Marrelec', 'A Krainik', 'H Duffau', 'M Pélégrini-Issac']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.964.3215&rep=rep1&type=pdf
Uncertainty and stress: Why it causes diseases and how it is mastered by the brain,Progress in neurobiology,2017,301,60,"['A Peters', 'BS McEwen', 'K Friston']",https://www.sciencedirect.com/science/article/pii/S0301008217300369
Probabilistic population codes for Bayesian decision making,Neuron,2008,659,47,"['JM Beck', 'WJ Ma', 'R Kiani', 'T Hanks', 'AK Churchland']",https://www.sciencedirect.com/science/article/pii/S0896627308008039
Bayesian estimation of the hemodynamic response function in functional MRI,AIP Conference …,2002,40,2,"['G Marrelec', 'H Benali', 'P Ciuciu']",ftp://coriandre.extra.cea.fr/pub/dsv/madic/publis/Marrelec01.pdf
A flexible and efficient hierarchical Bayesian approach to the exploration of individual differences in cognitive-model-based neuroscience,… models of brain and …,2017,35,7,"['A Ly', 'U Boehm', 'A Heathcote', 'BM Turner']",https://osf.io/vhzzx/download
Dynamical MEG source modeling with multi‐target Bayesian filtering,Human brain …,2009,57,4,"['A Sorrentino', 'L Parkkonen', 'A Pascarella']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.20786
Comparing Bayesian and non-Bayesian accounts of human confidence reports,PLoS computational biology,2018,68,17,"['WT Adler', 'WJ Ma']",https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1006572
A Bayesian group sparse multi-task regression model for imaging genetics,…,2017,30,6,"['K Greenlaw', 'E Szefer', 'J Graham', 'M Lesperance']",https://academic.oup.com/bioinformatics/article/33/16/2513/3611271
Bayesian generative models for knowledge transfer in MRI semantic segmentation problems,Frontiers in neuroscience,2019,14,4,"['A Kuzina', 'E Egorov', 'E Burnaev']",https://www.frontiersin.org/articles/10.3389/fnins.2019.00844/full
Free-energy and the brain,Synthese,2007,604,40,"['KJ Friston', 'KE Stephan']",https://link.springer.com/content/pdf/10.1007/s11229-007-9237-y.pdf
Predicting the survival of gastric cancer patients using artificial and Bayesian neural networks,Asian Pacific journal of cancer …,2018,12,3,"['AK Kangi', 'A Bahrampour']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5980938/
Bayesian model of dynamic image stabilization in the visual system,Proceedings of the …,2010,63,5,"['Y Burak', 'U Rokni', 'M Meister']",https://www.pnas.org/content/pnas/107/45/19525.full.pdf
Bayesian inference and attentional modulation in the visual cortex,Neuroreport,2005,179,10,['RPN Rao'],https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.62.8654&rep=rep1&type=pdf
Bayesian EEG source localization using a structured sparsity prior,NeuroImage,2017,31,6,"['F Costa', 'H Batatia', 'T Oberlin', ""C d'Giano"", 'JY Tourneret']",https://hal.archives-ouvertes.fr/hal-01502837/file/Costa_17566.pdf
Early warning of EUSIG-defined hypotensive events using a Bayesian Artificial Neural Network,… Pressure and Brain …,2012,17,1,"['R Donald', 'T Howells', 'I Piper', 'I Chambers']",https://www.researchgate.net/profile/Ian_Piper/publication/223137640_Early_Warning_of_EUSIG-Defined_Hypotensive_Events_Using_a_Bayesian_Artificial_Neural_Network/links/09e4150b8663b60be4000000/Early-Warning-of-EUSIG-Defined-Hypotensive-Events-Using-a-Bayesian-Artificial-Neural-Network.pdf
Bayesian PET image reconstruction incorporating anato-functional joint entropy,Physics in Medicine & Biology,2009,107,8,"['J Tang', 'A Rahmim']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3104509/
Bayesian principal geodesic analysis in diffeomorphic image registration,… Conference on Medical Image Computing and …,2014,26,3,"['M Zhang', 'PT Fletcher']",https://link.springer.com/content/pdf/10.1007/978-3-319-10443-0_16.pdf
Models of brain function in neuroimaging,Annu. Rev. Psychol.,2005,242,14,['KJ Friston'],https://192.133.45.202/files/publicationmodule/@random4824abb32cfea/annurev_1_.psych.56.091103.070311.pdf
Multisensory oddity detection as Bayesian inference,PloS one,2009,34,2,"['T Hospedales', 'S Vijayakumar']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0004205
A tutorial introduction to Bayesian models of cognitive development,Cognition,2011,299,27,"['A Perfors', 'JB Tenenbaum', 'TL Griffiths', 'F Xu']",https://apps.dtic.mil/sti/pdfs/ADA537429.pdf
Bayesian modeling of flexible cognitive control,Neuroscience & Biobehavioral Reviews,2014,65,8,"['J Jiang', 'K Heller', 'T Egner']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4253563/
A Bayesian framework for understanding texture segmentation in the primary visual cortex,Vision Research,1995,71,2,['TS Lee'],https://www.sciencedirect.com/science/article/pii/004269899500032U/pdf?md5=b7270a53c37df97add39471bf151b194&pid=1-s2.0-004269899500032U-main.pdf
"Is that what Bayesians believe? reply to Griffiths, Chater, Norris, and Pouget (2012).",NA,2012,102,10,"['JS Bowers', 'CJ Davis']",http://www.colinphillips.net/wp-content/uploads/2020/08/bowers2012b.pdf
Bayesian integration of visual and auditory signals for spatial localization,Josa a,2003,502,26,"['PW Battaglia', 'RA Jacobs', 'RN Aslin']",https://www.academia.edu/download/32005205/BattagliaJacobsAslin.JOSA2003.pdf
A tutorial on Bayesian models of perception,Journal of Mathematical Psychology,2015,20,2,['BT Vincent'],https://discovery.dundee.ac.uk/ws/files/7238336/JMP2015.pdf
A Bayesian general linear modeling approach to cortical surface fMRI data analysis,Journal of the …,2020,19,9,"['AF Mejia', 'Y Yue', 'D Bolin', 'F Lindgren']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7556728/
A framework for Bayesian optimality of psychophysical laws,Journal of Mathematical …,2012,59,5,"['JZ Sun', 'GI Wang', 'VK Goyal', 'LR Varshney']",https://www.rle.mit.edu/stir/documents/SunWGV_JMP2012.pdf
"Bayesian inference, predictive coding and delusions",Avant,2015,27,3,"['RA Adams', 'HR Brown', 'KJ Friston']",https://pdfs.semanticscholar.org/6665/350207f3143a124a15580247bcde7dca1d90.pdf
Bayesian principal geodesic analysis for estimating intrinsic diffeomorphic image variability,Medical image analysis,2015,23,3,"['M Zhang', 'PT Fletcher']",http://www.sci.utah.edu/publications/Zha2015b/zhang_medimageanalysis2015.pdf
Interoceptive predictions in the brain,Nature reviews neuroscience,2015,876,125,"['LF Barrett', 'WK Simmons']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4731102/
HDDM: Hierarchical Bayesian estimation of the drift-diffusion model in Python,Frontiers in neuroinformatics,2013,536,59,"['TV Wiecki', 'I Sofer', 'MJ Frank']",https://www.frontiersin.org/articles/10.3389/fninf.2013.00014/full
Computational approaches to spatial orientation: from transfer functions to dynamic Bayesian inference,Journal of …,2008,102,7,"['PR MacNeilage', 'N Ganesan']",https://journals.physiology.org/doi/full/10.1152/jn.90677.2008
Improved inference in Bayesian segmentation using Monte Carlo sampling: Application to hippocampal subfield volumetry,Medical image …,2013,42,4,"['JE Iglesias', 'MR Sabuncu', 'K Van Leemput']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3719857/
A bayesian observer model of drug craving,JAMA psychiatry,2017,16,3,"['X Gu', 'F Filbey']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6482829/
Bayesian model averaging in EEG/MEG imaging,NeuroImage,2004,272,15,"['NJ Trujillo-Barreto', 'E Aubert-Vázquez', 'PA Valdés-Sosa']",https://www.academia.edu/download/45803909/Bayesian_model_averaging_in_EEGMEG_imagi20160520-13693-t72q3p.pdf
Bayesian inference explains perception of unity and ventriloquism aftereffect: identification of common sources of audiovisual stimuli,Neural computation,2007,174,11,"['Y Sato', 'T Toyoizumi', 'K Aihara']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.455.4342&rep=rep1&type=pdf
The exploitation of regularities in the environment by the brain,Behavioral and Brain Sciences,2001,155,7,['H Barlow'],http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.130.3568&rep=rep1&type=pdf
Improved accuracy using recursive Bayesian estimation based language model fusion in ERP-based BCI typing systems,… Conference of the …,2012,25,2,"['U Orhan', 'D Erdogmus', 'B Roark', 'B Oken']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3749877/
Cortical coupling reflects Bayesian belief updating in the deployment of spatial attention,Journal of …,2015,74,10,"['S Vossel', 'C Mathys', 'KE Stephan']",https://www.jneurosci.org/content/35/33/11532?utm_source=TrendMD&utm_medium=cpc&utm_campaign=JNeurosci_TrendMD_0
Adaptive Bayesian agents: Enabling distributed social networks,South African Journal of …,2006,17,1,"['A Potgieter', 'KA April', 'RJE Cooke']",https://www.econstor.eu/bitstream/10419/218353/1/sajbm-v37i1-0597.pdf
Applying naive bayesian networks to disease prediction: a systematic review,Acta Informatica Medica,2016,85,14,"['M Langarizadeh', 'F Moghbeli']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5203736/
A mixture of delta-rules approximation to bayesian inference in change-point problems,PLoS Comput Biol,2013,84,9,"['RC Wilson', 'MR Nassar', 'JI Gold']",https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1003150
A Bayesian account of visual–vestibular interactions in the rod-and-frame task,eneuro,2016,21,3,"['BBGT Alberts', 'AJ de Brouwer', 'LPJ Selen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5093328/
Gene expression profiles in the brain predict behavior in individual honey bees,Science,2003,616,32,"['CW Whitfield', 'AM Cziko', 'GE Robinson']",https://www.researchgate.net/profile/Gene_Robinson2/publication/9056802_Gene_Expression_Profiles_in_the_Brain_Predict_Behavior_in_Individual_Honey_Bees/links/5738cf9908aea45ee83eb8af.pdf
Learning and inference in the brain,Neural Networks,2003,617,32,['K Friston'],https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.160.2313&rep=rep1&type=pdf
Bayesian prediction of placebo analgesia in an instrumental learning model,PloS one,2017,15,3,"['WM Jung', 'YS Lee', 'C Wallraven', 'Y Chae']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172609
Bayesian priors are encoded independently from likelihoods in human multisensory perception,Journal of vision,2009,104,8,"['UR Beierholm', 'SR Quartz', 'L Shams']",https://jov.arvojournals.org/article.aspx?articleid=2122441
Electromagnetic brain imaging,Human brain mapping,2009,36,2,"['R Salmelin', 'S Baillet']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6870961/
An unbiased Bayesian approach to functional connectomics implicates social-communication networks in autism,NeuroImage: Clinical,2015,24,3,"['A Venkataraman', 'JS Duncan', 'DYJ Yang']",https://www.sciencedirect.com/science/article/pii/S2213158215000881
Bayesian inference of form and shape,Progress in brain research,2006,12,0,['P Mamassian'],http://www.allpsych.uni-giessen.de/julia/SS09/Reading/Mamassian_ProgBrRes06.pdf
"Posterior predictive checks can and should be Bayesian: Comment on Gelman and Shalizi,'Philosophy and the practice of Bayesian statistics'",British Journal of Mathematical and Statistical …,2013,40,4,['JK Kruschke'],https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.372.683&rep=rep1&type=pdf
Hierarchical Bayesian estimation for MEG inverse problem,NeuroImage,2004,268,14,"['M Sato', 'T Yoshioka', 'S Kajihara', 'K Toyama', 'N Goda']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.331.1669&rep=rep1&type=pdf
The radiology task: Bayesian theory and perception,The British journal of radiology,2007,27,1,"['T Donovan', 'DJ Manning']",http://insight.cumbria.ac.uk/id/eprint/1030/1/Donovan_TheRadiologyTask.pdf
Perceiving is believing: a Bayesian approach to explaining the positive symptoms of schizophrenia,Nature Reviews Neuroscience,2009,1153,88,"['PC Fletcher', 'CD Frith']",http://behavioralhealth2000.com/wp-content/uploads/2017/10/Perceiving-is-believing-A-Bayesian-approach-to-explaining-the-positive-symptoms-of-schizophrenia.pdf
Bayesian vector autoregressive model for multi‐subject effective connectivity inference using multi‐modal neuroimaging data,Human brain …,2017,22,4,"['S Chiang', 'M Guindani', 'HJ Yeh', 'Z Haneef']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.23456
"Fast, fully Bayesian spatiotemporal inference for fMRI data",Biostatistics,2016,21,3,"['DR Musgrove', 'J Hughes', 'LE Eberly']",https://academic.oup.com/biostatistics/article/17/2/291/1744193
Source reconstruction accuracy of MEG and EEG Bayesian inversion approaches,PloS one,2012,81,8,"['P Belardinelli', 'E Ortiz', 'G Barnes', 'U Noppeney']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0051985
Structural interactions within the default mode network identified by Bayesian network analysis in Alzheimer's disease,PloS one,2013,16,1,"['Y Wang', 'K Chen', 'L Yao', 'Z Jin', 'X Guo']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0074070
Limitations of “Limitations of Bayesian leave-one-out cross-validation for model selection”,Computational Brain & …,2019,17,5,"['A Vehtari', 'DP Simpson', 'Y Yao', 'A Gelman']",https://link.springer.com/content/pdf/10.1007/s42113-018-0020-6.pdf
Recursive Bayesian decoding of motor cortical signals by particle filtering,Journal of …,2004,298,16,"['AE Brockwell', 'AL Rojas']",https://journals.physiology.org/doi/full/10.1152/jn.00438.2003
